--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO  IAG  - SP (OMM: 83004)
Latitude  (graus) : -23.65
Longitude (graus) : -46.61
Altitude  (metros): 800.00
Estação Operante
Inicio de operação: 01/01/1933
Periodo solicitado dos dados: 01/01/1930 a 31/12/2012
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;Precipitacao;TempBulboSeco;TempBulboUmido;TempMaxima;TempMinima;UmidadeRelativa;PressaoAtmEstacao;PressaoAtmMar;DirecaoVento;VelocidadeVentoInsolacao;Nebulosidade;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83004;01/03/1995;1800;;24.4;19.4;;;64;925.5;;36;2;;10;;;;;
83004;02/03/1995;0000;;21.4;20.8;34.9;;95;926.7;;0;0;8.6;10;1.1;25.4;69;1;
83004;02/03/1995;1200;13;26;21.8;;19.3;70;927.2;;0;0;;1;;;;;
83004;02/03/1995;1800;;32.2;21.6;;;40;924.7;;36;3;;4;;;;;
83004;03/03/1995;0000;;23.4;21.2;32.8;;83;925.4;;0;0;7.7;2;3;24.2;62.25;1.666667;
83004;03/03/1995;1200;0.1;26.4;20.9;;18.2;62;926.2;;5;2;;6;;;;;
83004;03/03/1995;1800;;31.4;20.8;;;39;923.7;;27;3;;4;;;;;
83004;04/03/1995;0000;;21.8;18.6;31.7;;74;926.9;;0;0;8.8;10;3;23.72;70.75;1.333333;
83004;04/03/1995;1200;9.9;21.6;19.7;;18.7;84;925.6;;0;0;;4;;;;;
83004;04/03/1995;1800;;30.1;20.5;;;43;922.4;;32;4;;4;;;;;
83004;05/03/1995;0000;;23.3;20.4;30.8;;78;923.6;;0;0;6.2;0;3.1;23.72;69.75;1.666667;
83004;05/03/1995;1200;0.1;23.6;19.8;;20.2;71;924.6;;36;2;;3;;;;;
83004;05/03/1995;1800;;29.2;20.5;;;46;922.4;;27;3;;10;;;;;
